ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
US3142111034,2246288,Federated Hermes Inc. Class B,USD,9449,0.069869,United States,36,Financials,Capital Markets
US8962881079,2693914,TriNet Group Inc.,USD,2653,0.069668,United States,127.85,Industrials,Professional Services
US2036071064,2222062,Community Bank System Inc.,USD,7426,0.069614,United States,45.64,Financials,Banks
US8117078019,BH65L93,Seacoast Banking Corporation of Florida,USD,14150,0.069462,United States,23.9,Financials,Banks
US83545G1022,2125246,Sonic Automotive Inc. Class A,USD,6328,0.069017,United States,53.1,Consumer Discretionary,Specialty Retail
BMG4388N1065,2419530,Helen of Troy Limited,USD,3111,0.068883,United States,107.8,Consumer Discretionary,Household Durables
US16359R1032,2190084,Chemed Corporation,USD,532,0.068767,United States,629.32,Health Care,Health Care Providers & Services
US55826T1025,BM8MM05,Sphere Entertainment Co. Class A,USD,7144,0.068423,United States,46.63,Communication Services,Entertainment
US53115L1044,BDCWFT8,Liberty Energy Inc. Class A,USD,14721,0.068395,United States,22.62,Energy,Energy Equipment & Services
US68404L2016,BKM5C62,Option Care Health Inc,USD,10497,0.068282,United States,31.67,Health Care,Health Care Providers & Services
US7496071074,2719070,RLI Corp.,USD,2278,0.068228,United States,145.82,Financials,Insurance
US50187T1060,BG3G1B4,LGI Homes Inc.,USD,3288,0.068203,United States,100.99,Consumer Discretionary,Household Durables
US33829M1018,B85KFY9,Five Below Inc.,USD,2021,0.068074,United States,163.99,Consumer Discretionary,Specialty Retail
US7033951036,2672689,Patterson Companies Incorporated,USD,12573,0.068074,United States,26.36,Health Care,Health Care Providers & Services
US45780R1014,BJSP4C9,Installed Building Products Inc.,USD,1316,0.067965,United States,251.44,Consumer Discretionary,Household Durables
US8060371072,2767756,ScanSource Inc.,USD,7724,0.067727,United States,42.69,Information Technology,Electronic Equipment Instruments & Components
US3976241071,2388016,Greif Inc Class A,USD,4877,0.067015,United States,66.9,Materials,Containers & Packaging
US0625401098,2074070,Bank of Hawaii Corp,USD,5428,0.06666,United States,59.79,Financials,Banks
US00187Y1001,BMBPH06,APi Group Corporation,USD,8346,0.06653,United States,38.81,Industrials,Construction & Engineering
US72147K1088,B5L3PZ2,Pilgrim's Pride Corporation,USD,9299,0.066506,United States,34.82,Consumer Staples,Food Products
US3893751061,2390817,Gray Television Inc.,USD,52901,0.06639,United States,6.11,Communication Services,Media
US4988941047,BPLL4V5,Knife River Corporation,USD,4113,0.066249,United States,78.42,Materials,Construction Materials
US2545431015,2270500,Diodes Incorporated,USD,4719,0.066182,United States,68.28,Information Technology,Semiconductors & Semiconductor Equipment
US30161Q1040,2576941,Exelixis Inc.,USD,13700,0.0661,United States,23.49,Health Care,Biotechnology
US06652V2088,2346003,Banner Corporation,USD,6891,0.065872,United States,46.54,Financials,Banks
US49803T3005,BPBSZJ1,Kite Realty Group Trust,USD,15575,0.065421,United States,20.45,Real Estate,Retail Reits
US75524B1044,B0GLYB5,RBC Bearings Incorporated,USD,1217,0.065394,United States,261.61,Industrials,Machinery
US2244081046,BNYD4F8,Crane Company,USD,2341,0.065153,United States,135.5,Industrials,Machinery
MHY410531021,BYX60M4,International Seaways Inc.,USD,5860,0.065128,United States,54.11,Energy,Oil Gas & Consumable Fuels
US4881522084,2487117,Kelly Services Inc. Class A,USD,13093,0.065026,United States,24.18,Industrials,Professional Services
IE00BLNN3691,BLNN369,Weatherford International plc,USD,2565,0.064976,United States,123.33,Energy,Energy Equipment & Services
US6833441057,BKZ7N95,Onto Innovation Inc.,USD,1713,0.064961,United States,184.63,Information Technology,Semiconductors & Semiconductor Equipment
US04247X1028,B1FT462,Armstrong World Industries Inc.,USD,2624,0.064891,United States,120.4,Industrials,Building Products
KYG4412G1010,B0539H3,Herbalife Ltd.,USD,41051,0.064503,United States,7.65,Consumer Staples,Personal Care Products
US0942351083,B847RJ0,Bloomin' Brands Inc.,USD,11225,0.064303,United States,27.89,Consumer Discretionary,Hotels Restaurants & Leisure
US6655313079,BN6RJM0,Northern Oil and Gas Inc.,USD,7680,0.064281,United States,40.75,Energy,Oil Gas & Consumable Fuels
US74112D1019,B0650P3,Prestige Consumer Healthcare Inc,USD,4478,0.064182,United States,69.78,Health Care,Pharmaceuticals
US88688T1007,BDD1B29,Tilray Brands Inc.,USD,116446,0.064099,United States,2.68,Health Care,Pharmaceuticals
US56600D1072,BMCWKZ2,Maravai Lifesciences Holdings Inc. Class A,USD,36482,0.063843,United States,8.52,Health Care,Life Sciences Tools & Services
US2937121059,2768889,Enterprise Financial Services Corp,USD,7891,0.063616,United States,39.25,Financials,Banks
US6903701018,2855930,Beyond Inc.,USD,10163,0.063479,United States,30.41,Consumer Discretionary,Specialty Retail
KYG367381053,2118707,Fresh Del Monte Produce Inc.,USD,12147,0.063447,United States,25.43,Consumer Staples,Food Products
US2220702037,BBBSMJ2,Coty Inc. Class A,USD,27876,0.063326,United States,11.06,Consumer Staples,Personal Care Products
US4570301048,2460550,Ingles Markets Incorporated Class A,USD,4050,0.062997,United States,75.73,Consumer Staples,Consumer Staples Distribution & Retail
US6752341080,2125901,OceanFirst Financial Corp.,USD,19702,0.062967,United States,15.56,Financials,Banks
CA5359195008,BD8NB53,Lions Gate Entertainment Corp Class B,USD,31832,0.062505,United States,9.56,Communication Services,Entertainment
US7034811015,2672537,Patterson-UTI Energy Inc.,USD,24968,0.06231,United States,12.15,Energy,Energy Equipment & Services
US89531P1057,2483074,Trex Company Inc.,USD,3195,0.062271,United States,94.89,Industrials,Building Products
US6292093050,BGDW5G5,NMI Holdings Inc. Class A,USD,9785,0.061842,United States,30.77,Financials,Financial Services
US69354N1063,BSHZ3P9,PRA Group Inc.,USD,11816,0.061475,United States,25.33,Financials,Consumer Finance
US1535272058,B1P36Y6,Central Garden & Pet Company Class A,USD,8408,0.061291,United States,35.49,Consumer Staples,Household Products
US1924221039,2208288,Cognex Corporation,USD,7438,0.061263,United States,40.1,Information Technology,Electronic Equipment Instruments & Components
US8003631038,2148254,Sandy Spring Bancorp Inc.,USD,13827,0.061004,United States,21.48,Financials,Banks
US4234521015,2420101,Helmerich & Payne Inc.,USD,6900,0.060956,United States,43.01,Energy,Energy Equipment & Services
US1910981026,2206721,Coca-Cola Consolidated Inc.,USD,360,0.060604,United States,819.6,Consumer Staples,Beverages
US7415111092,2092942,PriceSmart Inc.,USD,3582,0.060595,United States,82.36,Consumer Staples,Consumer Staples Distribution & Retail
US3795772082,B7D65M0,Globus Medical Inc Class A,USD,5758,0.060577,United States,51.22,Health Care,Health Care Equipment & Supplies
US9170471026,2933438,Urban Outfitters Inc.,USD,7254,0.060462,United States,40.58,Consumer Discretionary,Specialty Retail
US88146M1018,B3N4753,Terreno Realty Corporation,USD,4669,0.06035,United States,62.93,Real Estate,Industrial Reits
US87305R1095,2635659,TTM Technologies Inc.,USD,20001,0.059938,United States,14.59,Information Technology,Electronic Equipment Instruments & Components
US8085411069,2782038,Mativ Holdings Inc.,USD,15770,0.059924,United States,18.5,Materials,Chemicals
US6515871076,B01CGF1,NewMarket Corporation,USD,470,0.059561,United States,616.98,Materials,Chemicals
US3873281071,2381189,Granite Construction Incorporated,USD,5153,0.059462,United States,56.18,Industrials,Construction & Engineering
US89469A1043,B095X84,TreeHouse Foods Inc.,USD,7729,0.059278,United States,37.34,Consumer Staples,Food Products
US9234511080,BRCYYB7,Veritex Holdings Inc.,USD,14533,0.059163,United States,19.82,Financials,Banks
US2772761019,2455761,EastGroup Properties Inc.,USD,1658,0.059116,United States,173.59,Real Estate,Industrial Reits
US69888T2078,BJH08C3,Par Pacific Holdings Inc,USD,7411,0.059077,United States,38.81,Energy,Oil Gas & Consumable Fuels
US4440971095,B64B9P8,Hudson Pacific Properties Inc.,USD,46202,0.059026,United States,6.22,Real Estate,Office Reits
US20602D1019,BNKVVY4,Concentrix Corporation,USD,4825,0.058908,United States,59.44,Industrials,Professional Services
US8585861003,2845005,Stepan Co,USD,3278,0.058859,United States,87.42,Materials,Chemicals
US28035Q1022,BX8ZSB4,Edgewell Personal Care Co.,USD,7794,0.05832,United States,36.43,Consumer Staples,Personal Care Products
US6078281002,2598354,Modine Manufacturing Company,USD,2991,0.058234,United States,94.79,Consumer Discretionary,Automobile Components
US11135E2037,BN93088,Broadstone Net Lease Inc.,USD,19046,0.058211,United States,14.88,Real Estate,Diversified Reits
US5012421013,2498001,Kulicke & Soffa Industries Inc.,USD,5887,0.058113,United States,48.06,Information Technology,Semiconductors & Semiconductor Equipment
US83417M1045,BWC52Q6,SolarEdge Technologies Inc.,USD,4098,0.057885,United States,68.77,Information Technology,Semiconductors & Semiconductor Equipment
US55024U1097,BYM9ZP2,Lumentum Holdings Inc.,USD,6052,0.057803,United States,46.5,Information Technology,Communications Equipment
US80874P1093,2919290,Light & Wonder Inc.,USD,2830,0.057744,United States,99.34,Consumer Discretionary,Hotels Restaurants & Leisure
US0044981019,2889155,ACI Worldwide Inc.,USD,8716,0.057538,United States,32.14,Information Technology,Software
US1495681074,2787022,Cavco Industries Inc.,USD,748,0.057508,United States,374.31,Consumer Discretionary,Household Durables
US45688C1071,BD4LHG4,Ingevity Corporation,USD,6026,0.057492,United States,46.45,Materials,Chemicals
US7006581075,2673251,Park National Corporation,USD,2150,0.057417,United States,130.02,Financials,Banks
US3936571013,2387530,Greenbrier Companies Inc.,USD,5330,0.057366,United States,52.4,Industrials,Machinery
US7201902068,B3M3278,Piedmont Office Realty Trust Inc. Class A,USD,42898,0.057361,United States,6.51,Real Estate,Office Reits
US03762U1051,B4JTYX6,Apollo Commercial Real Estate Finance Inc.,USD,25196,0.056979,United States,11.01,Financials,Mortgage Real Estate Investment Trusts (Reits)
US55405W1045,B3CLS18,MYR Group Inc.,USD,1598,0.056891,United States,173.33,Industrials,Construction & Engineering
US9682232064,2965668,John Wiley & Sons Inc. Class A,USD,7304,0.056858,United States,37.9,Communication Services,Media
US45778Q1076,2007281,Insperity Inc.,USD,2610,0.056616,United States,105.61,Industrials,Professional Services
US39818P7996,BMW6894,Peakstone Realty Trust,USD,18233,0.056587,United States,15.11,Real Estate,Office Reits
US20337X1090,BFRBX34,CommScope Holding Co. Inc.,USD,231199,0.05651,United States,1.19,Information Technology,Communications Equipment
US7291321005,2692160,Plexus Corp.,USD,2878,0.056506,United States,95.59,Information Technology,Electronic Equipment Instruments & Components
US74386T1051,2171603,Provident Financial Services Inc.,USD,19131,0.056506,United States,14.38,Financials,Banks
US3189101062,2351494,First Bancorp,USD,8032,0.056422,United States,34.2,Financials,Banks
US21871N1019,BZ8VC58,CoreCivic Inc.,USD,17860,0.056347,United States,15.36,Industrials,Commercial Services & Supplies
US5535301064,2567655,MSC Industrial Direct Co. Inc. Class A,USD,2860,0.0561,United States,95.5,Industrials,Trading Companies & Distributors
US1091941005,B7MJWP2,Bright Horizons Family Solutions Inc.,USD,2485,0.056018,United States,109.75,Consumer Discretionary,Diversified Consumer Services
US33768G1076,BMF5Q83,FirstCash Holdings Inc.,USD,2214,0.056016,United States,123.18,Financials,Consumer Finance
US0994061002,BRS6600,Boot Barn Holdings Inc.,USD,2774,0.05598,United States,98.25,Consumer Discretionary,Specialty Retail
US8115431079,2786687,Seaboard Corporation,USD,85,0.055484,United States,3178,Consumer Staples,Food Products
US6501111073,2632003,New York Times Company Class A,USD,6274,0.055438,United States,43.02,Communication Services,Media
US6896481032,2664103,Otter Tail Corporation,USD,3156,0.055288,United States,85.29,Utilities,Electric Utilities
US29670E1073,BFFK0X2,Essential Properties Realty Trust Inc.,USD,10542,0.05515,United States,25.47,Real Estate,Diversified Reits
US05478C1053,BKPVG43,AZEK Co. Inc. Class A,USD,5453,0.054994,United States,49.1,Industrials,Building Products
US45826H1095,BD06LM7,Integer Holdings Corporation,USD,2318,0.054762,United States,115.02,Health Care,Health Care Equipment & Supplies
US25525P1075,BKRN595,Diversified Healthcare Trust,USD,105152,0.054427,United States,2.52,Real Estate,Health Care Reits
US29336T1007,BJTNDQ9,EnLink Midstream LLC,USD,18987,0.054364,United States,13.94,Energy,Oil Gas & Consumable Fuels
US44930G1076,2451918,ICU Medical Inc.,USD,2623,0.054361,United States,100.9,Health Care,Health Care Equipment & Supplies
US6673401039,B523Z73,Northwest Bancshares Inc.,USD,23596,0.054281,United States,11.2,Financials,Banks
US5053361078,2508405,La-Z-Boy Incorporated,USD,7405,0.054192,United States,35.63,Consumer Discretionary,Household Durables
US1985161066,2229126,Columbia Sportswear Company,USD,3505,0.054159,United States,75.23,Consumer Discretionary,Textiles Apparel & Luxury Goods
US60786M1053,BLG38Q1,Moelis & Co. Class A,USD,4727,0.05409,United States,55.71,Financials,Capital Markets
US6287781024,2626459,NBT Bancorp Inc.,USD,7448,0.054063,United States,35.34,Financials,Banks
PR67103X1020,B87LKR8,OFG Bancorp,USD,7342,0.053761,United States,35.65,Financials,Banks
US05508R1068,B034L49,B&G Foods Inc.,USD,23441,0.053588,United States,11.13,Consumer Staples,Food Products
US82983N1081,BMF9G85,Sitio Royalties Corp. Class A,USD,10276,0.053484,United States,25.34,Energy,Oil Gas & Consumable Fuels
US8618961085,BMQ8XV3,StoneX Group Inc.,USD,3860,0.053453,United States,67.42,Financials,Capital Markets
US1295001044,BWX4MD9,Caleres Inc.,USD,7005,0.053337,United States,37.07,Consumer Discretionary,Specialty Retail
US45781V1017,BD0NN55,Innovative Industrial Properties Inc,USD,2584,0.053335,United States,100.49,Real Estate,Industrial Reits
US0678061096,2080732,Barnes Group Inc.,USD,7353,0.053026,United States,35.11,Industrials,Machinery
US0305061097,2030674,American Woodmark Corporation,USD,2581,0.052907,United States,99.8,Industrials,Building Products
US4026355028,BND7X43,Gulfport Energy Corp,USD,1597,0.052749,United States,160.81,Energy,Oil Gas & Consumable Fuels
US07556Q8814,B8KHZT0,Beazer Homes USA Inc.,USD,8248,0.052518,United States,31,Consumer Discretionary,Household Durables
US29272W1099,BYZFPN5,Energizer Holdings Inc.,USD,9127,0.052509,United States,28.01,Consumer Staples,Household Products
US4657411066,2471949,Itron Inc.,USD,2786,0.052365,United States,91.51,Information Technology,Electronic Equipment Instruments & Components
US5596631094,BF2GC59,Magnolia Oil & Gas Corp. Class A,USD,9524,0.052192,United States,26.68,Energy,Oil Gas & Consumable Fuels
US4316361090,BNT8W21,Hillman Solutions Corp.,USD,24904,0.052073,United States,10.18,Industrials,Machinery
US78473E1038,BQ1L7V3,SPX Technologies Inc.,USD,2102,0.052064,United States,120.59,Industrials,Machinery
US46590V1008,BD3BX01,JBG SMITH Properties,USD,16342,0.052027,United States,15.5,Real Estate,Office Reits
US70509V1008,B4XBDV9,Pebblebrook Hotel Trust,USD,16622,0.051895,United States,15.2,Real Estate,Hotel & Resort Reits
US4282911084,2416779,Hexcel Corporation,USD,3567,0.051894,United States,70.83,Industrials,Aerospace & Defense
US4579852082,2248693,Integra LifeSciences Holdings Corporation,USD,7461,0.051797,United States,33.8,Health Care,Health Care Equipment & Supplies
US87484T1088,BDT56V9,Talos Energy Inc.,USD,17857,0.051789,United States,14.12,Energy,Oil Gas & Consumable Fuels
US7549071030,2473138,Rayonier Inc.,USD,7843,0.051469,United States,31.95,Real Estate,Specialized Reits
US3984331021,2463344,Griffon Corporation,USD,3461,0.051439,United States,72.36,Industrials,Building Products
US1053682035,2518954,Brandywine Realty Trust,USD,57501,0.051376,United States,4.35,Real Estate,Office Reits
US4891701009,2488121,Kennametal Inc.,USD,10418,0.051335,United States,23.99,Industrials,Machinery
US6811161099,BZ22B38,Ollie's Bargain Outlet Holdings Inc,USD,3512,0.051332,United States,71.16,Consumer Discretionary,Broadline Retail
US0079731008,2049175,Advanced Energy Industries Inc.,USD,2564,0.051305,United States,97.42,Information Technology,Electronic Equipment Instruments & Components
US4227041062,2418601,Hecla Mining Company,USD,46908,0.051257,United States,5.32,Materials,Metals & Mining
US8168501018,2795542,Semtech Corporation,USD,7543,0.05122,United States,33.06,Information Technology,Semiconductors & Semiconductor Equipment
US03784Y2000,BXRTX56,Apple Hospitality REIT Inc,USD,15537,0.051028,United States,15.99,Real Estate,Hotel & Resort Reits
US36237H1014,2369721,G-III Apparel Group Ltd.,USD,8859,0.051004,United States,28.03,Consumer Discretionary,Textiles Apparel & Luxury Goods
US2689481065,2648055,Eagle Bancorp Inc.,USD,11086,0.050937,United States,22.37,Financials,Banks
US2925541029,2443078,Encore Capital Group Inc.,USD,5721,0.050916,United States,43.33,Financials,Consumer Finance
US4285671016,2428376,Hibbett Inc,USD,3533,0.050869,United States,70.1,Consumer Discretionary,Specialty Retail
US2946281027,BPH3N63,Equity Commonwealth,USD,13115,0.050508,United States,18.75,Real Estate,Office Reits
US3193832041,BZ1LBM5,First Busey Corporation,USD,10611,0.05028,United States,23.07,Financials,Banks
US3198291078,2351546,First Commonwealth Financial Corporation,USD,18339,0.050249,United States,13.34,Financials,Banks
US81725T1007,2923741,Sensient Technologies Corporation,USD,3622,0.050217,United States,67.5,Materials,Chemicals
US98311A1051,BF108P4,Wyndham Hotels & Resorts Inc.,USD,3355,0.050133,United States,72.75,Consumer Discretionary,Hotels Restaurants & Leisure
US2067871036,BYWLRV8,Conduent Inc.,USD,75328,0.05013,United States,3.24,Industrials,Professional Services
US9427491025,2943620,Watts Water Technologies Inc. Class A,USD,1189,0.049982,United States,204.66,Industrials,Machinery
US0234361089,2024332,Amedisys Inc.,USD,2622,0.049978,United States,92.8,Health Care,Health Care Providers & Services
US36467W1099,B0LLFT5,GameStop Corp. Class A,USD,21069,0.049896,United States,11.53,Consumer Discretionary,Specialty Retail
US2480191012,2260363,Deluxe Corporation,USD,12215,0.049878,United States,19.88,Industrials,Commercial Services & Supplies
US01741R1023,2526117,ATI Inc.,USD,4799,0.049778,United States,50.5,Materials,Metals & Mining
US9047081040,2466428,UniFirst Corporation,USD,1476,0.049728,United States,164.03,Industrials,Commercial Services & Supplies
US8592411016,2632876,Sterling Infrastructure Inc.,USD,2299,0.049695,United States,105.24,Industrials,Construction & Engineering
US92942W1071,BNNJC42,WK Kellogg Co,USD,12467,0.049575,United States,19.36,Consumer Staples,Food Products
US04316A1088,B8FW545,Artisan Partners Asset Management Inc. Class A,USD,5399,0.049481,United States,44.62,Financials,Capital Markets
US22002T1088,2756152,COPT Defense Properties,USD,10182,0.049481,United States,23.66,Real Estate,Office Reits
US4040301081,B0WR848,H&E Equipment Services Inc.,USD,3793,0.049385,United States,63.39,Industrials,Trading Companies & Distributors
US0024741045,2067672,AZZ Inc.,USD,3095,0.049324,United States,77.59,Industrials,Building Products
US4403271046,2437112,Horace Mann Educators Corporation,USD,6636,0.049273,United States,36.15,Financials,Insurance
US00653Q1022,BKDRF35,AdaptHealth Corp.,USD,22901,0.049108,United States,10.44,Health Care,Health Care Providers & Services
US52603A2087,BK95GR4,LendingClub Corp,USD,28227,0.048933,United States,8.44,Financials,Consumer Finance
US4830077040,B15CJ33,Kaiser Aluminum Corporation,USD,2616,0.048869,United States,90.95,Materials,Metals & Mining
US81761L1026,BKRT1C8,Service Properties Trust,USD,36520,0.048832,United States,6.51,Real Estate,Hotel & Resort Reits
US39874R1014,BK1KWF7,Grocery Outlet Holding Corp.,USD,8906,0.048805,United States,26.68,Consumer Staples,Consumer Staples Distribution & Retail
US30257X1046,BYY5Z69,FB Financial Corporation,USD,6605,0.048609,United States,35.83,Financials,Banks
US5168062058,BLBCYD2,Vital Energy Inc.,USD,4314,0.048478,United States,54.71,Energy,Oil Gas & Consumable Fuels
US7838591011,2781109,S&T Bancorp Inc.,USD,7582,0.048448,United States,31.11,Financials,Banks
US78573L1061,B5NLBP6,Sabra Health Care REIT Inc.,USD,16551,0.048443,United States,14.25,Real Estate,Health Care Reits
US48238T1097,B4Y1MH7,OPENLANE Inc.,USD,13844,0.048368,United States,17.01,Industrials,Commercial Services & Supplies
US45768S1050,2245597,Innospec Inc.,USD,1895,0.048175,United States,123.77,Materials,Chemicals
US12685J1051,BZ07DS4,Cable One Inc.,USD,570,0.048075,United States,410.63,Communication Services,Media
US9488491047,2946845,Weis Markets Inc.,USD,3733,0.048075,United States,62.7,Consumer Staples,Consumer Staples Distribution & Retail
US71424F1057,BQPCHB2,Permian Resources Corporation Class A,USD,13207,0.048069,United States,17.72,Energy,Oil Gas & Consumable Fuels
US29355X1072,2951292,Enpro Inc.,USD,1392,0.048033,United States,168,Industrials,Machinery
US25659T1079,B04NJM9,Dolby Laboratories Inc. Class A,USD,2835,0.047824,United States,82.13,Information Technology,Software
US5562691080,2553911,Steven Madden Ltd.,USD,5690,0.0478,United States,40.9,Consumer Discretionary,Textiles Apparel & Luxury Goods
US2582781009,2718594,Dorman Products Inc.,USD,2422,0.047628,United States,95.74,Consumer Discretionary,Automobile Components
US20854L1089,BF4L070,CONSOL Energy Inc,USD,2867,0.047599,United States,80.83,Energy,Oil Gas & Consumable Fuels
US2942681071,2597748,ePlus inc.,USD,3043,0.047564,United States,76.1,Information Technology,Electronic Equipment Instruments & Components
US9134561094,2923804,Universal Corp,USD,4617,0.047558,United States,50.15,Consumer Staples,Tobacco
US08160H1014,2090816,Benchmark Electronics Inc.,USD,7754,0.047541,United States,29.85,Information Technology,Electronic Equipment Instruments & Components
US44267T1025,BR1W702,Howard Hughes Holdings Inc.,USD,3420,0.047339,United States,67.39,Real Estate,Real Estate Management & Development
US92552V1008,2946243,ViaSat Inc.,USD,13845,0.04732,United States,16.64,Information Technology,Communications Equipment
US3535141028,2350383,Franklin Electric Co. Inc.,USD,2247,0.047297,United States,102.48,Industrials,Machinery
US38526M1062,B3F1XM1,Grand Canyon Education Inc.,USD,1737,0.047073,United States,131.94,Consumer Discretionary,Diversified Consumer Services
US42226A1079,BP8XZL1,HealthEquity Inc,USD,2912,0.046982,United States,78.55,Health Care,Health Care Providers & Services
US1714841087,2194105,Churchill Downs Incorporated,USD,1910,0.046885,United States,119.51,Consumer Discretionary,Hotels Restaurants & Leisure
US18539C2044,BGJRH57,Clearway Energy Inc. Class C,USD,9707,0.046774,United States,23.46,Utilities,Independent Power And Renewable Electricity Producers
US50050N1037,BJTJGC4,Kontoor Brands Inc.,USD,3993,0.04674,United States,56.99,Consumer Discretionary,Textiles Apparel & Luxury Goods
US64031N1081,2196190,Nelnet Inc. Class A,USD,2426,0.04667,United States,93.66,Financials,Consumer Finance
US4212981009,BMFQC33,Hayward Holdings Inc.,USD,15629,0.046483,United States,14.48,Industrials,Building Products
US4778391049,B3BRJZ8,John Bean Technologies Corporation,USD,2237,0.046439,United States,101.07,Industrials,Machinery
US26484T1060,BLF9ZT2,Dun & Bradstreet Holdings Inc,USD,23624,0.046437,United States,9.57,Industrials,Professional Services
US5894001008,2578464,Mercury General Corporation,USD,4451,0.046397,United States,50.75,Financials,Insurance
US86272C1036,BGGJFV8,Strategic Education Inc.,USD,2205,0.046287,United States,102.2,Consumer Discretionary,Diversified Consumer Services
US3138551086,2333986,Federal Signal Corporation,USD,2638,0.046268,United States,85.39,Industrials,Machinery
US8860292064,BMCMWY5,Thryv Holdings Inc.,USD,10361,0.046244,United States,21.73,Communication Services,Media
US6177001095,B081VR8,Morningstar Inc.,USD,738,0.046081,United States,304,Financials,Capital Markets
US92828Q1094,B3KKGQ8,Virtus Investment Partners Inc.,USD,932,0.046068,United States,240.65,Financials,Capital Markets
US87157D1090,2839268,Synaptics Incorporated,USD,2402,0.045666,United States,92.56,Information Technology,Semiconductors & Semiconductor Equipment
US44952J1043,BNR4QY1,Crescent Energy Company Class A,USD,18881,0.045529,United States,11.74,Energy,Oil Gas & Consumable Fuels
US57686G1058,B8GNC91,Matson Inc.,USD,2013,0.045522,United States,110.1,Industrials,Marine Transportation
US6866881021,B03L311,Ormat Technologies Inc.,USD,3452,0.04547,United States,64.13,Utilities,Independent Power And Renewable Electricity Producers
US8485741099,B1HMMS7,Spirit AeroSystems Holdings Inc. Class A,USD,6502,0.045447,United States,34.03,Industrials,Aerospace & Defense
US6877931096,BKY83Q6,Oscar Health Inc. Class A,USD,15738,0.045191,United States,13.98,Financials,Insurance
US4042511000,2435246,HNI Corporation,USD,4995,0.045122,United States,43.98,Industrials,Commercial Services & Supplies
US1143401024,2145460,Azenta Inc.,USD,3770,0.045044,United States,58.17,Health Care,Life Sciences Tools & Services
US69924R1086,BSL7HC6,Paramount Group Inc.,USD,48685,0.044899,United States,4.49,Real Estate,Office Reits
US75574U1016,BDFS3G6,Ready Capital Corporation,USD,24807,0.04489,United States,8.81,Financials,Mortgage Real Estate Investment Trusts (Reits)
US5805891091,2551551,McGrath RentCorp,USD,1808,0.044842,United States,120.75,Industrials,Trading Companies & Distributors
US9821041012,BS70KN1,Worthington Steel Inc.,USD,6115,0.044839,United States,35.7,Materials,Metals & Mining
US4158641070,2412700,Enviri Corporation,USD,25142,0.044773,United States,8.67,Industrials,Commercial Services & Supplies
US1046741062,2117726,Brady Corporation Class A,USD,3687,0.044756,United States,59.1,Industrials,Commercial Services & Supplies
US2540671011,2269768,Dillard's Inc. Class A,USD,523,0.044723,United States,416.33,Consumer Discretionary,Broadline Retail
MHY2685T1313,BD08758,Genco Shipping & Trading Ltd,USD,10559,0.044569,United States,20.55,Industrials,Marine Transportation
US5534981064,BKM4S16,MSA Safety Inc.,USD,1134,0.044425,United States,190.73,Industrials,Commercial Services & Supplies
US55087P1049,BJT1RW7,Lyft Inc. Class A,USD,12412,0.04441,United States,17.42,Industrials,Ground Transportation
US58506Q1094,BDCBC61,Medpace Holdings Inc.,USD,553,0.044207,United States,389.2,Health Care,Life Sciences Tools & Services
US2922181043,B1Q1RR9,Employers Holdings Inc.,USD,4839,0.0441,United States,44.37,Financials,Insurance
US83570H1086,BYWPZW7,Sonos Inc.,USD,11454,0.04397,United States,18.69,Consumer Discretionary,Household Durables
US86333M1080,BLD5321,Stride Inc.,USD,3501,0.04393,United States,61.09,Consumer Discretionary,Diversified Consumer Services
VGG1110E1079,BPLZ7S5,Biohaven Ltd.,USD,4072,0.043768,United States,52.33,Health Care,Biotechnology
US91347P1057,2277880,Universal Display Corporation,USD,1307,0.043667,United States,162.66,Information Technology,Semiconductors & Semiconductor Equipment
US63845R1077,BYP71H7,National Vision Holdings Inc.,USD,10471,0.04366,United States,20.3,Consumer Discretionary,Specialty Retail
US82981J1097,BGL0KF5,SITE Centers Corp.,USD,15122,0.043453,United States,13.99,Real Estate,Retail Reits
US00737L1035,BZ12TX5,Adtalem Global Education Inc.,USD,4163,0.043369,United States,50.72,Consumer Discretionary,Diversified Consumer Services
US3927091013,BS7T2R6,Green Brick Partners Inc.,USD,3615,0.043236,United States,58.23,Consumer Discretionary,Household Durables
US92839U2069,B4N0JJ6,Visteon Corporation,USD,1895,0.043204,United States,111,Consumer Discretionary,Automobile Components
US6337071046,B888DV3,National Bank Holdings Corporation Class A,USD,6131,0.043156,United States,34.27,Financials,Banks
US11373M1071,2967675,Brookline Bancorp Inc.,USD,21985,0.043034,United States,9.53,Financials,Banks
US8317541063,BMYGG87,Smith & Wesson Brands Inc.,USD,11917,0.043031,United States,17.58,Consumer Discretionary,Leisure Products
US4835481031,2483223,Kaman Corporation Class A,USD,4568,0.042991,United States,45.82,Industrials,Aerospace & Defense
US86722A1034,B3R0638,SunCoke Energy Inc.,USD,18754,0.04295,United States,11.15,Materials,Metals & Mining
US0576652004,2072074,Balchem Corp,USD,1381,0.042795,United States,150.87,Materials,Chemicals
US44980X1090,2698782,IPG Photonics Corporation,USD,2384,0.042723,United States,87.25,Information Technology,Electronic Equipment Instruments & Components
US98983L1089,BMV1ZD3,Zurn Elkay Water Solutions Corporation,USD,6465,0.042599,United States,32.08,Industrials,Building Products
US13057Q3056,BMBK002,California Resources Corp,USD,3812,0.042422,United States,54.18,Energy,Oil Gas & Consumable Fuels
